https://www.fiercewireless.com/tech/nokia-bulks-e-band-portfolio-5g?itm_source=parsely-api,Nokia; backhaul; microwave; 5G; Tech; climate change
https://www.fiercewireless.com/5g/nokia-expects-mobile-be-its-fastest-growing-business-2023,Nokia; India; standalone (SA); 5G; 5G
https://www.fiercewireless.com/wireless/ericsson-nokia-win-india-5g-deals-samsung-may-be-biggest-winner,Samsung; Reliance Jio; bharti airtel; ericsson; Wireless; Nokia
https://www.fiercewireless.com/tech/deutsche-telekom-kicks-6g-research-project,Deutsche Telekom; 6G; standalone (SA); 5G; Tech; GSMA
https://www.fiercewireless.com/tech/1nce-aims-disrupt-cellular-iot-os-front,Internet of Things (IoT); 5G; LTE-M; NB-IoT; Tech; LoRaWAN; Deutsche Telekom; SoftBank; T-Mobile; Sprint; Vodafone
https://www.fiercewireless.com/tech/att-shifts-gears-iot-connected-cars,AT&T; Internet of Things (IoT); 5G; 4G LTE; Tech; NB-IoT; connected car; C-V2X
https://www.fiercewireless.com/5g/verizons-q4-would-have-been-worse-if-3g-losses-were-mix-analyst,Verizon; AT&T; T-Mobile; 3g; 5G; CDMA; 5G; MoffettNathanson; quarterly earnings
https://www.fiercewireless.com/5g/national-science-foundation-experiments-open-source-5g-technology,National Science Foundation; 5G; open source; open RAN; 5G
https://www.fiercewireless.com/5g/ericsson-aerpaw-field-5g-demo-cattle-north-carolina,ericsson; agriculture; National Science Foundation; 5G; 5G; Drones
https://www.fiercewireless.com/wireless/pawr-program-completes-first-phase-advanced-research-testbed,Massive MIMO; network functions virtualization; open source; FCC; Tech; 5G; Wireless; ONAP
https://www.fiercewireless.com/tech/ee-starts-deploying-ericssons-air-3268-london,ericsson; BT; Massive MIMO; energy efficiency; Tech; energy consumption; 5G
https://www.fiercewireless.com/tech/bt-eyes-haps-4g5g-rural-coverage,BT; stratosphere; High-Altitude Platform Stations (HAPS); rural areas; Tech; 5G; 4G LTE
https://www.fiercewireless.com/tech/alphabet-s-loon-partners-softbank-s-hapsmobile-for-stratospheric-connectivity,5G; balloon; Drone; Loon; Wireless; Tech; Project Loon; SoftBank
https://www.fiercewireless.com/wireless/ericsson-faces-lawsuit-over-russia-withdrawal-report,ericsson; Russia; lawsuit; 5G; Wireless
https://www.fiercewireless.com/5g/dish-blasts-back-spacex-over-12-ghz-claims,Dish Network; RS Access; FCC; SpaceX; 5G; 12 GHz; Ukraine; 5G
https://www.fiercewireless.com/wireless/ergen-berkman-use-spacs-latest-wireless-financing-scheme,5G NR; Charles Ergen; Dish Network; 5G; Wireless
https://www.fiercewireless.com/wireless/cbrs-riles-folks-different-sides-spectrum-debate,FCC; Citizens Broadband Radio Service (CBRS); 3.5 GHz band; 5G; Wireless; midband spectrum; Roger Entner; Verizon; New Street Research; CTIA; Charter Communications; AT&T
https://www.fiercewireless.com/private-wireless/what-cbrs#:~:text=Citizens%20Broadband%20Radio%20Service%20(CBRS)%20refers%20to%20150%20MHz%20of; PAL)%20users%20and%20general%20authorized,Citizens Broadband Radio Service (CBRS); PALs; private wireless networks; spectrum auction; Private Wireless; spectrum sharing; wireless spectrum; Amdocs; CommScope; FCC; Federated Wireless; Google; Private Wireless Fundamentals; Sony
https://www.fiercewireless.com/5g/cbrs-auction-tops-3-5-billion-as-bidders-bargain-hunt,3.5 GHz band; 5G; Citizens Broadband Radio Service (CBRS); PALs; Private Wireless; Wireless; 5G; spectrum auction; CommScope; FCC
https://www.fiercewireless.com/wireless/cbrs-pal-auction-poised-to-be-a-doozy-possibly-raising-10b,3.5 GHz band; 5G; Citizens Broadband Radio Service (CBRS); midband spectrum; Private Wireless; Tech; 5G; Wireless; AT&T; Comcast; Dish Network; FCC; T-Mobile; Verizon
https://www.fiercewireless.com/wireless/editor-s-corner-early-cbrs-deployments-indoors-or-out,3.5 GHz band; Citizens Broadband Radio Service (CBRS); spectrum sharing; Amdocs; Tech; 5G; Wireless; CBRS Alliance; Celona; FCC; Federated Wireless
https://www.fiercewireless.com/wireless/fcc-approves-initial-commercial-deployments-cbrs,3.5 GHz band; Citizens Broadband Radio Service (CBRS); Amdocs; CBRS Alliance; Tech; 5G; Wireless; CommScope; FCC; Federated Wireless; Google; Sony
https://www.fiercewireless.com/wireless/fcc-moves-toward-june-2020-auction-cbrs-spectrum,3.5 GHz band; 5G; Citizens Broadband Radio Service (CBRS); CBRS Alliance; Tech; 5G; Wireless; Private Wireless; Chetan Sharma; FCC
https://www.fiercewireless.com/wireless/editor-s-corner-u-s-needs-to-fix-its-mid-band-problem-stat,3.5 GHz band; 5G; C-band; midband spectrum; Tech; 5G; Wireless; millimeter wave; Ajit Pai; Brendan Carr; Donald Trump; FCC; Geoffrey Starks; Jessica Rosenworcel; Michael O'Rielly
https://www.fiercewireless.com/5g/t-mobile-smokes-past-verizon-att-5g-speedtest,T-Mobile; Verizon; AT&T; Ookla; 5G; 5G; midband spectrum; 2.5 GHz; C-band; Sprint
https://www.fiercewireless.com/wireless/t-mobile-bashes-verizon-at-t-as-it-lights-up-nationwide-5g,5G; 600 MHz; millimeter wave; prepaid; Tech; 5G; Wireless; AT&T; John Legere; Neville Ray; Sprint; T-Mobile; Verizon
https://www.fiercewireless.com/operators/t-mobile-leases-600-mhz-spectrum-from-columbia-capital,5G; 600 MHz; AllNet Insights & Analytics; columbia capital; 5G; Wireless; Dish Network; FCC; LightShed Partners; T-Mobile
https://www.fiercewireless.com/wireless/t-mobile-99-americans-covered-lte-no-joke,T-Mobile; 4G LTE; 5G; AT&T; Wireless; Verizon; Dish Network; AllNet Insights & Analytics; strategy analytics; Recon Analytics; us cellular
https://www.fiercewireless.com/5g/deutsche-telekom-will-use-low-band-spectrum-boost-rural-5g,Deutsche Telekom; 700 mhz; 5G
https://www.fiercewireless.com/5g/deutsche-telekom-touts-5g-sa-rollout-germany,Deutsche Telekom; standalone (SA); 5G; Vodafone Germany; 5G; midband spectrum; private 5G
https://www.fiercewireless.com/5g/vodafone-boasts-5g-standalone-expansion-germany,Vodafone Germany; 5G; standalone (SA); non-standalone (NSA); 5G
https://www.fiercewireless.com/5g/vodafone-uk-trials-5g-standalone-plans-activate-next-year,Vodafone UK; 5G; standalone (SA); non-standalone (NSA); 5G
https://www.fiercewireless.com/tech/dish-and-verizon-drive-open-ran-uptake-2022-delloro,Dish Network; Verizon; open RAN; Dell'Oro; Tech; Samsung; Fujitsu; Mavenir
https://www.fiercewireless.com/5g/mareks-take-t-mobiles-success-will-force-bigger-move-mmwave,T-Mobile; fixed wireless access; millimeter wave; Mike Sievert; 5G; Neville Ray; broadband internet
https://www.fiercewireless.com/wireless/t-mobile-ceo-boasts-progress-sprint-integration,T-Mobile; Sprint; 5G; mergers and acquisitions; Wireless; Mike Sievert
https://www.fiercewireless.com/operators/t-mobile-metro-by-t-mobile-pushes-national-retail-presence-at-2-300-walmart-stores,5G; prepaid; retail stores; retail strategy; Wireless; Metro by T-Mobile; Sprint; T-Mobile; walmart; Wave7 Research
https://www.fiercewireless.com/wireless/2019-preview-mid-band-spectrum-takes-center-stage,2019 Preview; 5G; midband spectrum; satellite operators; Tech; 5G; Wireless; C-band; FCC; T-Mobile
https://www.fiercewireless.com/private-wireless/tip-develops-blueprint-5g-private-wireless-networks,Rakuten Symphony; NTT; telecom infra project; Tech Mahindra; Tech; Private Wireless; spirent; 5G; private wireless networks; Nokia
https://www.fiercewireless.com/tech/mareks-take-deciphering-satellite-cellular-opportunity,Qualcomm; Lynk; Iridium; Apple; Tech; Globalstar; T-Mobile; AST SpaceMobile; Starlink
https://www.fiercewireless.com/5g/qualcomm-boosts-mmwave-coverage-compact-macro-cell-site,Qualcomm; cell sites; fixed wireless access; 5G
https://www.fiercewireless.com/operators/altiostar-brings-rakuten-and-dish-together,5G; baseband; cell sites; network slicing; Wireless; transport; Altiostar; Dish Network; Rakuten; Symphony
https://www.fiercewireless.com/5g/nokia-highlights-turnaround-new-5g-ran-portfolio,5G; baseband; Massive MIMO; open RAN; Wireless; 5G; radio access network (RAN); Nokia; O-RAN; Tommi Uitto
https://www.fiercewireless.com/wireless/ericsson-tied-isis-bribes-iraq,ericsson; Huawei; 5G; Department of Justice; Wireless
https://www.fiercewireless.com/wireless/protests-apples-chinese-factory-likely-cause-iphone-shortages,Apple; iphone; Foxconn; China; Wireless
https://www.fiercewireless.com/wireless/black-friday-deals-abound-switchers-upgraders,AT&T; T-Mobile; Verizon; Navi; Wireless; black friday; carrier promotions; iphone; Android
https://www.fiercewireless.com/wireless/att-targets-single-line-users-cheaper-5g-unlimited-plan,AT&T; unlimited data plans; carrier promotions; 5G; 5G; Wireless; william ho; 556 Ventures; Navi; Verizon; T-Mobile
https://www.fiercewireless.com/wireless/verizon-gets-back-basics-no-frills-welcome-unlimited-plan,Verizon; T-Mobile; prepaid; price competition; Wireless; 5G
https://www.fiercewireless.com/operators/dish-launches-its-own-celero5g-phone-for-boost,5G; MVNO; prepaid; AT&T; 5G; Wireless; Boost Mobile; Dish Network; T-Mobile
https://www.fiercewireless.com/operators/t-mobile-dish-go-to-war-over-boost,3g; 5G; MVNO; prepaid; 5G; Wireless; Boost Mobile; Dish Network; Sprint; T-Mobile
https://www.fiercewireless.com/5g/verizon-readies-5g-c-band-launch-limits-deployment-near-airports,Verizon; AT&T; C-band; 5G; Wireless; 5G; FAA; FCC; Joe Biden
https://www.fiercewireless.com/tech/airlines-warnings-latest-5g-c-band-request,AT&T; Verizon; 5G; C-band; 5G; Wireless; Tech; FAA; FCC; regulation; interference
https://www.fiercewireless.com/operators/at-t-verizon-postpone-c-band-rollouts-until-air-safety-review,5G; C-band; AT&T; C-band; 5G; Wireless; FCC; Federal Aviation Administration; Verizon
